date,last
2018-08-12 00:00:08,681475.0
2018-08-12 00:00:17,681462.0
2018-08-12 00:00:20,681487.0
2018-08-12 00:00:31,681469.0
2018-08-12 00:00:39,681468.0
2018-08-12 00:00:47,681473.0
2018-08-12 00:00:58,681472.0
2018-08-12 00:01:09,681465.0
2018-08-12 00:01:17,681470.0
2018-08-12 00:01:26,681472.0
2018-08-12 00:01:33,681449.0
2018-08-12 00:01:38,681469.0
2018-08-12 00:01:50,681472.0
2018-08-12 00:01:58,681473.0
2018-08-12 00:02:11,681462.0
2018-08-12 00:02:23,681472.0
2018-08-12 00:02:25,681416.0
2018-08-12 00:02:28,681473.0
2018-08-12 00:02:40,681475.0
2018-08-12 00:02:55,681469.0
2018-08-12 00:03:03,681468.0
2018-08-12 00:03:12,681472.0
2018-08-12 00:03:19,681481.0
2018-08-12 00:03:26,681463.0
2018-08-12 00:03:38,681475.0
2018-08-12 00:04:03,681466.0
2018-08-12 00:04:14,681437.0
2018-08-12 00:04:15,681468.0
2018-08-12 00:04:17,681539.0
2018-08-12 00:04:22,682050.0
2018-08-12 00:04:28,682151.0
2018-08-12 00:04:34,682155.0
2018-08-12 00:04:43,682238.0
2018-08-12 00:04:52,682223.0
2018-08-12 00:05:00,682207.0
2018-08-12 00:05:10,682545.0
2018-08-12 00:05:16,683324.0
2018-08-12 00:05:21,682567.0
2018-08-12 00:05:35,682940.0
2018-08-12 00:05:42,682750.0
2018-08-12 00:05:51,682668.0
2018-08-12 00:06:04,682601.0
2018-08-12 00:06:11,682572.0
2018-08-12 00:06:21,682201.0
2018-08-12 00:06:23,682701.0
2018-08-12 00:06:28,681987.0
2018-08-12 00:06:34,682025.0
2018-08-12 00:06:45,682000.0
2018-08-12 00:06:57,681963.0
2018-08-12 00:07:02,682000.0
2018-08-12 00:07:07,681988.0
2018-08-12 00:07:21,681975.0
2018-08-12 00:07:28,681963.0
2018-08-12 00:07:49,682012.0
2018-08-12 00:07:54,682318.0
2018-08-12 00:08:05,681963.0
2018-08-12 00:08:11,682012.0
2018-08-12 00:08:14,682013.0
2018-08-12 00:08:17,682012.0
2018-08-12 00:08:21,682013.0
2018-08-12 00:08:23,682024.0
2018-08-12 00:08:32,682061.0
2018-08-12 00:08:40,681988.0
2018-08-12 00:08:43,682012.0
2018-08-12 00:08:54,682024.0
2018-08-12 00:09:03,682049.0
2018-08-12 00:09:15,682013.0
2018-08-12 00:09:18,682024.0
2018-08-12 00:09:29,681988.0
2018-08-12 00:09:51,682137.0
2018-08-12 00:10:01,682151.0
2018-08-12 00:10:11,682073.0
2018-08-12 00:10:26,682113.0
2018-08-12 00:10:37,682006.0
2018-08-12 00:10:42,681497.0
2018-08-12 00:10:45,682060.0
2018-08-12 00:10:53,682113.0
2018-08-12 00:11:05,681987.0
2018-08-12 00:11:13,681941.0
2018-08-12 00:11:25,681809.0
2018-08-12 00:11:30,681842.0
2018-08-12 00:11:36,681809.0
2018-08-12 00:11:39,682034.0
2018-08-12 00:11:49,681834.0
2018-08-12 00:11:57,681843.0
2018-08-12 00:12:08,681674.0
2018-08-12 00:12:17,681723.0
2018-08-12 00:12:29,681710.0
2018-08-12 00:12:39,681721.0
2018-08-12 00:12:49,681686.0
2018-08-12 00:12:52,681769.0
2018-08-12 00:12:58,681711.0
2018-08-12 00:13:10,681710.0
2018-08-12 00:13:22,681686.0
2018-08-12 00:13:33,681692.0
2018-08-12 00:13:40,681581.0
2018-08-12 00:13:42,681579.0
2018-08-12 00:13:51,681487.0
2018-08-12 00:13:57,681536.0
2018-08-12 00:14:09,681551.0
2018-08-12 00:14:12,681400.0
2018-08-12 00:14:19,681473.0
2018-08-12 00:14:22,681400.0
2018-08-12 00:14:37,681477.0
2018-08-12 00:14:40,681400.0
2018-08-12 00:14:42,681480.0
2018-08-12 00:14:43,681433.0
2018-08-12 00:14:46,681400.0
2018-08-12 00:14:55,681479.0
2018-08-12 00:15:01,681400.0
2018-08-12 00:15:07,680680.0
2018-08-12 00:15:18,680415.0
2018-08-12 00:15:27,680388.0
2018-08-12 00:15:34,680438.0
2018-08-12 00:15:47,680339.0
2018-08-12 00:15:48,680423.0
2018-08-12 00:16:08,680211.0
2018-08-12 00:16:18,680431.0
2018-08-12 00:16:27,680423.0
2018-08-12 00:16:35,680373.0
2018-08-12 00:16:41,680398.0
2018-08-12 00:16:51,680390.0
2018-08-12 00:16:55,680830.0
2018-08-12 00:16:57,680035.0
2018-08-12 00:17:00,680373.0
2018-08-12 00:17:09,680398.0
2018-08-12 00:17:19,680415.0
2018-08-12 00:17:29,680390.0
2018-08-12 00:17:37,680406.0
2018-08-12 00:17:42,680381.0
2018-08-12 00:17:49,680398.0
2018-08-12 00:17:57,680830.0
2018-08-12 00:18:00,680373.0
2018-08-12 00:18:07,680830.0
2018-08-12 00:18:13,680691.0
2018-08-12 00:18:15,680529.0
2018-08-12 00:18:18,680680.0
2018-08-12 00:18:19,680682.0
2018-08-12 00:18:21,680679.0
2018-08-12 00:18:33,680639.0
2018-08-12 00:18:43,680654.0
2018-08-12 00:18:44,680639.0
2018-08-12 00:18:48,680605.0
2018-08-12 00:18:53,680683.0
2018-08-12 00:19:00,680657.0
2018-08-12 00:19:16,680674.0
2018-08-12 00:19:23,680679.0
2018-08-12 00:19:30,680592.0
2018-08-12 00:19:43,680601.0
2018-08-12 00:19:54,680614.0
2018-08-12 00:20:00,680501.0
2018-08-12 00:20:03,680626.0
2018-08-12 00:20:09,680622.0
2018-08-12 00:20:16,680609.0
2018-08-12 00:20:27,680605.0
2018-08-12 00:20:36,680618.0
2018-08-12 00:20:53,680802.0
2018-08-12 00:21:02,680605.0
2018-08-12 00:21:13,680596.0
2018-08-12 00:21:24,680614.0
2018-08-12 00:21:32,680626.0
2018-08-12 00:21:46,680605.0
2018-08-12 00:21:52,680622.0
2018-08-12 00:22:03,680609.0
2018-08-12 00:22:06,680657.0
2018-08-12 00:22:17,680618.0
2018-08-12 00:22:28,680902.0
2018-08-12 00:22:40,680954.0
2018-08-12 00:22:53,680902.0
2018-08-12 00:23:07,680871.0
2018-08-12 00:23:23,680913.0
2018-08-12 00:23:28,680933.0
2018-08-12 00:23:36,680913.0
2018-08-12 00:23:50,680861.0
2018-08-12 00:24:02,680871.0
2018-08-12 00:24:17,680912.0
2018-08-12 00:24:31,681305.0
2018-08-12 00:24:42,680902.0
2018-08-12 00:24:48,680728.0
2018-08-12 00:24:59,680536.0
2018-08-12 00:25:07,680631.0
2018-08-12 00:25:19,680769.0
2018-08-12 00:25:23,680420.0
2018-08-12 00:25:32,680699.0
2018-08-12 00:25:44,680642.0
2018-08-12 00:25:56,680756.0
2018-08-12 00:26:08,680642.0
2018-08-12 00:26:14,680671.0
2018-08-12 00:26:20,680742.0
2018-08-12 00:26:27,680656.0
2018-08-12 00:26:36,680671.0
2018-08-12 00:26:39,680460.0
2018-08-12 00:26:49,680699.0
2018-08-12 00:27:12,680685.0
2018-08-12 00:27:19,680771.0
2018-08-12 00:27:32,680656.0
2018-08-12 00:27:37,680728.0
2018-08-12 00:27:42,680723.0
2018-08-12 00:27:44,680346.0
2018-08-12 00:27:49,680814.0
2018-08-12 00:27:55,680826.0
2018-08-12 00:28:14,680777.0
2018-08-12 00:28:15,680814.0
2018-08-12 00:28:32,681060.0
2018-08-12 00:28:35,680838.0
2018-08-12 00:28:41,680814.0
2018-08-12 00:28:48,680863.0
2018-08-12 00:29:03,680828.0
2018-08-12 00:29:10,680851.0
2018-08-12 00:29:16,680840.0
2018-08-12 00:29:23,680479.0
2018-08-12 00:29:25,680734.0
2018-08-12 00:29:39,680812.0
2018-08-12 00:29:48,680870.0
2018-08-12 00:30:01,680893.0
2018-08-12 00:30:13,680948.0
2018-08-12 00:30:23,680957.0
2018-08-12 00:30:32,681293.0
2018-08-12 00:30:42,681069.0
2018-08-12 00:30:48,681428.0
2018-08-12 00:30:51,681054.0
2018-08-12 00:31:03,681157.0
2018-08-12 00:31:28,681162.0
2018-08-12 00:31:39,681177.0
2018-08-12 00:31:43,681241.0
2018-08-12 00:31:51,681187.0
2018-08-12 00:31:53,681428.0
2018-08-12 00:32:06,681980.0
2018-08-12 00:32:13,682393.0
2018-08-12 00:32:20,682424.0
2018-08-12 00:32:34,682283.0
2018-08-12 00:32:41,682009.0
2018-08-12 00:32:48,681879.0
2018-08-12 00:32:53,682345.0
2018-08-12 00:33:00,681809.0
2018-08-12 00:33:14,681988.0
2018-08-12 00:33:19,681809.0
2018-08-12 00:33:28,681829.0
2018-08-12 00:33:37,682044.0
2018-08-12 00:33:45,681966.0
2018-08-12 00:33:51,681968.0
2018-08-12 00:34:02,681829.0
2018-08-12 00:34:14,681985.0
2018-08-12 00:34:24,681925.0
2018-08-12 00:34:31,681865.0
2018-08-12 00:34:37,681829.0
2018-08-12 00:34:45,681887.0
2018-08-12 00:34:55,681948.0
2018-08-12 00:35:00,681907.0
2018-08-12 00:35:07,681968.0
2018-08-12 00:35:16,681809.0
2018-08-12 00:35:26,681928.0
2018-08-12 00:35:39,681948.0
2018-08-12 00:35:49,681888.0
2018-08-12 00:35:53,682211.0
2018-08-12 00:36:04,681907.0
2018-08-12 00:36:18,681867.0
2018-08-12 00:36:26,681966.0
2018-08-12 00:36:40,681905.0
2018-08-12 00:36:46,681968.0
2018-08-12 00:36:58,681829.0
2018-08-12 00:37:03,682675.0
2018-08-12 00:37:10,681909.0
2018-08-12 00:37:24,681849.0
2018-08-12 00:37:37,681869.0
2018-08-12 00:37:49,681988.0
2018-08-12 00:38:04,681968.0
2018-08-12 00:38:10,681582.0
2018-08-12 00:38:15,682181.0
2018-08-12 00:38:17,682265.0
2018-08-12 00:38:18,682181.0
2018-08-12 00:38:21,681656.0
2018-08-12 00:38:31,681698.0
2018-08-12 00:38:41,682363.0
2018-08-12 00:38:42,681980.0
2018-08-12 00:38:44,681947.0
2018-08-12 00:38:54,682319.0
2018-08-12 00:39:06,682456.0
2018-08-12 00:39:12,682393.0
2018-08-12 00:39:16,681542.0
2018-08-12 00:39:27,682353.0
2018-08-12 00:39:36,682411.0
2018-08-12 00:39:48,682469.0
2018-08-12 00:39:54,682274.0
2018-08-12 00:40:08,682290.0
2018-08-12 00:40:15,683190.0
2018-08-12 00:40:19,682350.0
2018-08-12 00:40:34,682368.0
2018-08-12 00:40:47,682347.0
2018-08-12 00:40:55,682224.0
2018-08-12 00:41:07,682409.0
2018-08-12 00:41:16,682385.0
2018-08-12 00:41:24,682323.0
2018-08-12 00:41:37,682113.0
2018-08-12 00:41:46,682009.0
2018-08-12 00:41:52,682140.0
2018-08-12 00:42:00,682009.0
2018-08-12 00:42:12,681760.0
2018-08-12 00:42:14,681963.0
2018-08-12 00:42:18,680024.0
2018-08-12 00:42:23,681048.0
2018-08-12 00:42:29,680973.0
2018-08-12 00:42:37,681415.0
2018-08-12 00:42:48,681124.0
2018-08-12 00:42:58,681299.0
2018-08-12 00:43:04,681226.0
