date,last
2018-08-12 00:43:12,680797.0
2018-08-12 00:43:23,680571.0
2018-08-12 00:43:34,680776.0
2018-08-12 00:43:43,680730.0
2018-08-12 00:43:53,680772.0
2018-08-12 00:44:08,680787.0
2018-08-12 00:44:13,680846.0
2018-08-12 00:44:18,680743.0
2018-08-12 00:44:38,680831.0
2018-08-12 00:44:45,680802.0
2018-08-12 00:44:50,680787.0
2018-08-12 00:45:03,680846.0
2018-08-12 00:45:15,680909.0
2018-08-12 00:45:24,680857.0
2018-08-12 00:45:48,680909.0
2018-08-12 00:45:55,680757.0
2018-08-12 00:46:01,680787.0
2018-08-12 00:46:12,680743.0
2018-08-12 00:46:16,680999.0
2018-08-12 00:46:24,680802.0
2018-08-12 00:46:33,680860.0
2018-08-12 00:46:45,680791.0
2018-08-12 00:46:53,680855.0
2018-08-12 00:47:03,680913.0
2018-08-12 00:47:10,680779.0
2018-08-12 00:47:19,680879.0
2018-08-12 00:47:25,680559.0
2018-08-12 00:47:27,680914.0
2018-08-12 00:47:36,680573.0
2018-08-12 00:47:48,680000.0
2018-08-12 00:47:49,680551.0
2018-08-12 00:47:50,680506.0
2018-08-12 00:47:51,680000.0
2018-08-12 00:48:02,680047.0
2018-08-12 00:48:03,680000.0
2018-08-12 00:48:08,679017.0
2018-08-12 00:48:15,679320.0
2018-08-12 00:48:16,679500.0
2018-08-12 00:48:18,679320.0
2018-08-12 00:48:29,679500.0
2018-08-12 00:48:36,679279.0
2018-08-12 00:48:37,679262.0
2018-08-12 00:48:41,679275.0
2018-08-12 00:48:42,679252.0
2018-08-12 00:48:44,679275.0
2018-08-12 00:48:46,679500.0
2018-08-12 00:48:47,679261.0
2018-08-12 00:48:57,679674.0
2018-08-12 00:49:07,679784.0
2018-08-12 00:49:16,679952.0
2018-08-12 00:49:20,679937.0
2018-08-12 00:49:23,680087.0
2018-08-12 00:49:29,679963.0
2018-08-12 00:49:38,680397.0
2018-08-12 00:49:46,680225.0
2018-08-12 00:49:51,680455.0
2018-08-12 00:49:57,680489.0
2018-08-12 00:50:19,680530.0
2018-08-12 00:50:26,680478.0
2018-08-12 00:50:36,680489.0
2018-08-12 00:50:39,680863.0
2018-08-12 00:50:49,680478.0
2018-08-12 00:50:58,680530.0
2018-08-12 00:51:21,680478.0
2018-08-12 00:51:33,680239.0
2018-08-12 00:51:35,680604.0
2018-08-12 00:51:49,680769.0
2018-08-12 00:51:57,680408.0
2018-08-12 00:52:03,680420.0
2018-08-12 00:52:15,680397.0
2018-08-12 00:52:25,680443.0
2018-08-12 00:52:32,680914.0
2018-08-12 00:52:35,680449.0
2018-08-12 00:52:47,680702.0
2018-08-12 00:53:01,680724.0
2018-08-12 00:53:23,681232.0
2018-08-12 00:53:27,680794.0
2018-08-12 00:53:33,681278.0
2018-08-12 00:53:40,681232.0
2018-08-12 00:53:50,681300.0
2018-08-12 00:54:03,681289.0
2018-08-12 00:54:17,681199.0
2018-08-12 00:54:29,681289.0
2018-08-12 00:54:34,681585.0
2018-08-12 00:54:40,680987.0
2018-08-12 00:54:53,681192.0
2018-08-12 00:55:05,681251.0
2018-08-12 00:55:11,681227.0
2018-08-12 00:55:22,681273.0
2018-08-12 00:55:29,681203.0
2018-08-12 00:55:31,680747.0
2018-08-12 00:55:40,681203.0
2018-08-12 00:55:50,681218.0
2018-08-12 00:55:56,681205.0
2018-08-12 00:56:07,681180.0
2018-08-12 00:56:16,681218.0
2018-08-12 00:56:19,681355.0
2018-08-12 00:56:30,681243.0
2018-08-12 00:56:42,681167.0
2018-08-12 00:56:47,681218.0
2018-08-12 00:56:59,681190.0
2018-08-12 00:57:14,681127.0
2018-08-12 00:57:20,681140.0
2018-08-12 00:57:25,680855.0
2018-08-12 00:57:28,681177.0
2018-08-12 00:57:41,681152.0
2018-08-12 00:57:49,681064.0
2018-08-12 00:57:53,681018.0
2018-08-12 00:57:59,681064.0
2018-08-12 00:58:06,681018.0
2018-08-12 00:58:15,681137.0
2018-08-12 00:58:17,681257.0
2018-08-12 00:58:18,680948.0
2018-08-12 00:58:19,680947.0
2018-08-12 00:58:30,681208.0
2018-08-12 00:58:38,681136.0
2018-08-12 00:58:41,681150.0
2018-08-12 00:58:44,681149.0
2018-08-12 00:58:47,681203.0
2018-08-12 00:58:53,681241.0
2018-08-12 00:59:01,681171.0
2018-08-12 00:59:08,681176.0
2018-08-12 00:59:14,681122.0
2018-08-12 00:59:16,681150.0
2018-08-12 00:59:28,681682.0
2018-08-12 00:59:35,681162.0
2018-08-12 00:59:47,681102.0
2018-08-12 00:59:57,681044.0
2018-08-12 01:00:03,681088.0
2018-08-12 01:00:08,681058.0
2018-08-12 01:00:18,681014.0
2018-08-12 01:00:27,681076.0
2018-08-12 01:00:31,681029.0
2018-08-12 01:00:41,681131.0
2018-08-12 01:00:47,681014.0
2018-08-12 01:00:52,681073.0
2018-08-12 01:01:21,681014.0
2018-08-12 01:01:39,681107.0
2018-08-12 01:01:52,681044.0
2018-08-12 01:01:57,681073.0
2018-08-12 01:02:09,680689.0
2018-08-12 01:02:36,680830.0
2018-08-12 01:02:39,680453.0
2018-08-12 01:02:46,680809.0
2018-08-12 01:02:53,680700.0
2018-08-12 01:03:06,680845.0
2018-08-12 01:03:18,680770.0
2018-08-12 01:03:25,680734.0
2018-08-12 01:03:28,681401.0
2018-08-12 01:03:39,680693.0
2018-08-12 01:03:49,680775.0
2018-08-12 01:04:00,680275.0
2018-08-12 01:04:11,680212.0
2018-08-12 01:04:20,680849.0
2018-08-12 01:04:25,680062.0
2018-08-12 01:04:34,679809.0
2018-08-12 01:04:39,679893.0
2018-08-12 01:04:51,679927.0
2018-08-12 01:05:05,679841.0
2018-08-12 01:05:14,680035.0
2018-08-12 01:05:17,679856.0
2018-08-12 01:05:28,679877.0
2018-08-12 01:05:40,679893.0
2018-08-12 01:05:50,679910.0
2018-08-12 01:06:01,679843.0
2018-08-12 01:06:05,679928.0
2018-08-12 01:06:08,679810.0
2018-08-12 01:06:16,679943.0
2018-08-12 01:06:29,679877.0
2018-08-12 01:06:49,679901.0
2018-08-12 01:06:52,679727.0
2018-08-12 01:07:02,680120.0
2018-08-12 01:07:10,680187.0
2018-08-12 01:07:19,679945.0
2018-08-12 01:07:30,679960.0
2018-08-12 01:07:42,680146.0
2018-08-12 01:07:46,680679.0
2018-08-12 01:07:49,680111.0
2018-08-12 01:07:57,680063.0
2018-08-12 01:08:07,679961.0
2018-08-12 01:08:14,679944.0
2018-08-12 01:08:16,679878.0
2018-08-12 01:08:19,679861.0
2018-08-12 01:08:22,679815.0
2018-08-12 01:08:27,679861.0
2018-08-12 01:08:37,679891.0
2018-08-12 01:08:41,679875.0
2018-08-12 01:08:44,680011.0
2018-08-12 01:08:47,679997.0
2018-08-12 01:08:57,679956.0
2018-08-12 01:09:08,680039.0
2018-08-12 01:09:16,680105.0
2018-08-12 01:09:18,680116.0
2018-08-12 01:09:25,680128.0
2018-08-12 01:09:34,680068.0
2018-08-12 01:09:43,679970.0
2018-08-12 01:09:57,680069.0
2018-08-12 01:10:03,680057.0
2018-08-12 01:10:13,680105.0
2018-08-12 01:10:19,680045.0
2018-08-12 01:10:29,680069.0
2018-08-12 01:10:36,679923.0
2018-08-12 01:10:48,679893.0
2018-08-12 01:10:50,679186.0
2018-08-12 01:10:58,679939.0
2018-08-12 01:11:05,679860.0
2018-08-12 01:11:11,679893.0
2018-08-12 01:11:22,679843.0
2018-08-12 01:11:28,679775.0
2018-08-12 01:11:33,679733.0
2018-08-12 01:11:46,679860.0
2018-08-12 01:11:55,679781.0
2018-08-12 01:12:00,678994.0
2018-08-12 01:12:09,679496.0
2018-08-12 01:12:15,679132.0
2018-08-12 01:12:26,679188.0
2018-08-12 01:12:32,679114.0
2018-08-12 01:12:45,679858.0
2018-08-12 01:12:51,679225.0
2018-08-12 01:12:53,679835.0
2018-08-12 01:13:03,679840.0
2018-08-12 01:13:10,679768.0
2018-08-12 01:13:22,679900.0
2018-08-12 01:13:27,679713.0
2018-08-12 01:13:38,679335.0
2018-08-12 01:13:47,679062.0
2018-08-12 01:13:59,679147.0
2018-08-12 01:14:04,679521.0
2018-08-12 01:14:12,679482.0
2018-08-12 01:14:27,679467.0
2018-08-12 01:14:39,679176.0
2018-08-12 01:14:53,679355.0
2018-08-12 01:15:06,679414.0
2018-08-12 01:15:18,679345.0
2018-08-12 01:15:26,679375.0
2018-08-12 01:15:34,679336.0
2018-08-12 01:15:41,679394.0
2018-08-12 01:15:48,678951.0
2018-08-12 01:15:59,678982.0
2018-08-12 01:16:06,678535.0
2018-08-12 01:16:13,679003.0
2018-08-12 01:16:23,678913.0
2018-08-12 01:16:36,679064.0
2018-08-12 01:16:44,679128.0
2018-08-12 01:16:52,679008.0
2018-08-12 01:17:02,678878.0
2018-08-12 01:17:10,679756.0
2018-08-12 01:17:15,679182.0
2018-08-12 01:17:28,679141.0
2018-08-12 01:17:36,679249.0
2018-08-12 01:17:45,678801.0
2018-08-12 01:17:50,678821.0
2018-08-12 01:17:56,678576.0
2018-08-12 01:18:08,678323.0
2018-08-12 01:18:15,678194.0
2018-08-12 01:18:18,678006.0
2018-08-12 01:18:22,678194.0
2018-08-12 01:18:33,678430.0
2018-08-12 01:18:41,678384.0
2018-08-12 01:18:44,678383.0
2018-08-12 01:18:47,678273.0
2018-08-12 01:18:52,678245.0
2018-08-12 01:19:03,678337.0
2018-08-12 01:19:09,678835.0
2018-08-12 01:19:14,678258.0
2018-08-12 01:19:16,678050.0
2018-08-12 01:19:25,678049.0
2018-08-12 01:19:39,678317.0
2018-08-12 01:19:48,678254.0
2018-08-12 01:19:52,677665.0
2018-08-12 01:19:54,678254.0
2018-08-12 01:19:57,678973.0
2018-08-12 01:20:00,678386.0
2018-08-12 01:20:02,678253.0
2018-08-12 01:20:13,678615.0
2018-08-12 01:20:26,679332.0
2018-08-12 01:20:31,679312.0
2018-08-12 01:20:43,679320.0
2018-08-12 01:20:53,680215.0
2018-08-12 01:20:57,679362.0
2018-08-12 01:21:05,679437.0
2018-08-12 01:21:15,679456.0
2018-08-12 01:21:22,679712.0
2018-08-12 01:21:34,681163.0
2018-08-12 01:21:36,681343.0
2018-08-12 01:21:38,681539.0
2018-08-12 01:21:41,682389.0
2018-08-12 01:21:42,683310.0
2018-08-12 01:21:47,683100.0
2018-08-12 01:21:48,683760.0
2018-08-12 01:21:55,684564.0
2018-08-12 01:21:58,684882.0
2018-08-12 01:21:59,685282.0
2018-08-12 01:22:03,684701.0
2018-08-12 01:22:08,684700.0
2018-08-12 01:22:12,685052.0
2018-08-12 01:22:14,684701.0
2018-08-12 01:22:26,684702.0
2018-08-12 01:22:34,684289.0
2018-08-12 01:22:36,684702.0
2018-08-12 01:22:37,684289.0
2018-08-12 01:22:41,683635.0
2018-08-12 01:22:45,684875.0
2018-08-12 01:22:47,683818.0
2018-08-12 01:22:48,683635.0
2018-08-12 01:22:52,684284.0
2018-08-12 01:22:58,683906.0
2018-08-12 01:23:15,683809.0
2018-08-12 01:23:43,682379.0
2018-08-12 01:23:51,682448.0
2018-08-12 01:24:03,682394.0
2018-08-12 01:24:16,682500.0
2018-08-12 01:24:30,682177.0
2018-08-12 01:24:38,681539.0
2018-08-12 01:24:46,681700.0
2018-08-12 01:24:52,682014.0
2018-08-12 01:25:20,681039.0
2018-08-12 01:25:33,680610.0
2018-08-12 01:25:36,679967.0
2018-08-12 01:25:47,680794.0
2018-08-12 01:25:54,681039.0
2018-08-12 01:26:02,680651.0
2018-08-12 01:26:23,681039.0
2018-08-12 01:26:26,680787.0
2018-08-12 01:26:29,681980.0
2018-08-12 01:26:37,681811.0
2018-08-12 01:26:52,681923.0
2018-08-12 01:26:58,681671.0
2018-08-12 01:27:07,681698.0
2018-08-12 01:27:17,681362.0
2018-08-12 01:27:24,681341.0
2018-08-12 01:27:30,681017.0
2018-08-12 01:27:34,680489.0
2018-08-12 01:27:41,680421.0
2018-08-12 01:27:49,680507.0
2018-08-12 01:28:01,680623.0
2018-08-12 01:28:16,680592.0
2018-08-12 01:28:18,680593.0
2018-08-12 01:28:22,680592.0
2018-08-12 01:28:30,680202.0
2018-08-12 01:28:37,679827.0
2018-08-12 01:28:40,680941.0
2018-08-12 01:28:41,680919.0
2018-08-12 01:28:45,680963.0
2018-08-12 01:28:54,681246.0
2018-08-12 01:29:07,681358.0
2018-08-12 01:29:16,681328.0
2018-08-12 01:29:25,681342.0
2018-08-12 01:29:32,680381.0
2018-08-12 01:29:36,681265.0
2018-08-12 01:29:47,680856.0
2018-08-12 01:29:54,680877.0
2018-08-12 01:30:12,680813.0
2018-08-12 01:30:19,680623.0
2018-08-12 01:30:20,680035.0
2018-08-12 01:30:27,680662.0
2018-08-12 01:30:34,681012.0
2018-08-12 01:30:47,681147.0
2018-08-12 01:30:56,680900.0
2018-08-12 01:31:07,681255.0
2018-08-12 01:31:11,681282.0
2018-08-12 01:31:13,681437.0
2018-08-12 01:31:21,681395.0
2018-08-12 01:31:35,681386.0
2018-08-12 01:31:46,681385.0
2018-08-12 01:31:59,681372.0
2018-08-12 01:32:07,681464.0
2018-08-12 01:32:21,681184.0
2018-08-12 01:32:24,680716.0
2018-08-12 01:32:27,681273.0
2018-08-12 01:32:32,681306.0
2018-08-12 01:32:38,681274.0
2018-08-12 01:32:49,681306.0
2018-08-12 01:33:03,681337.0
2018-08-12 01:33:19,681240.0
2018-08-12 01:33:29,680316.0
2018-08-12 01:33:32,680827.0
2018-08-12 01:33:44,680733.0
2018-08-12 01:33:49,680030.0
2018-08-12 01:33:50,678608.0
2018-08-12 01:33:51,680247.0
2018-08-12 01:34:05,679499.0
2018-08-12 01:34:12,679408.0
2018-08-12 01:34:23,679520.0
2018-08-12 01:34:27,678386.0
2018-08-12 01:34:28,679611.0
2018-08-12 01:34:36,679352.0
2018-08-12 01:34:48,679393.0
2018-08-12 01:34:57,680287.0
2018-08-12 01:35:09,680247.0
2018-08-12 01:35:17,679791.0
2018-08-12 01:35:29,679669.0
2018-08-12 01:35:33,680468.0
2018-08-12 01:35:42,679961.0
2018-08-12 01:35:53,679988.0
2018-08-12 01:36:09,679742.0
2018-08-12 01:36:22,680230.0
2018-08-12 01:36:23,680789.0
2018-08-12 01:36:30,679646.0
2018-08-12 01:36:40,679678.0
2018-08-12 01:36:48,679597.0
2018-08-12 01:36:58,679710.0
2018-08-12 01:37:07,679679.0
2018-08-12 01:37:17,679923.0
2018-08-12 01:37:21,680642.0
2018-08-12 01:37:31,680069.0
2018-08-12 01:37:37,680047.0
2018-08-12 01:37:50,680112.0
2018-08-12 01:37:51,679898.0
2018-08-12 01:37:59,680070.0
2018-08-12 01:38:09,680050.0
2018-08-12 01:38:16,679994.0
2018-08-12 01:38:18,679993.0
2018-08-12 01:38:21,679628.0
2018-08-12 01:38:22,680188.0
2018-08-12 01:38:33,680110.0
2018-08-12 01:38:41,680383.0
2018-08-12 01:38:42,680313.0
2018-08-12 01:38:45,680312.0
2018-08-12 01:38:56,680490.0
2018-08-12 01:39:01,680224.0
2018-08-12 01:39:14,680535.0
2018-08-12 01:39:17,680478.0
2018-08-12 01:39:20,680520.0
2018-08-12 01:39:26,680776.0
2018-08-12 01:39:34,680800.0
2018-08-12 01:39:45,680957.0
2018-08-12 01:39:53,680844.0
2018-08-12 01:39:59,680960.0
2018-08-12 01:40:13,680829.0
2018-08-12 01:40:18,680905.0
2018-08-12 01:40:24,680810.0
2018-08-12 01:40:38,680924.0
2018-08-12 01:40:41,681303.0
2018-08-12 01:40:51,680351.0
2018-08-12 01:40:57,680367.0
2018-08-12 01:41:04,680334.0
2018-08-12 01:41:14,680342.0
2018-08-12 01:41:26,680152.0
2018-08-12 01:41:36,680132.0
2018-08-12 01:41:43,680018.0
2018-08-12 01:41:51,680490.0
2018-08-12 01:42:04,680433.0
2018-08-12 01:42:17,680202.0
2018-08-12 01:42:31,680409.0
2018-08-12 01:42:44,680394.0
2018-08-12 01:42:53,680589.0
2018-08-12 01:43:01,680623.0
2018-08-12 01:43:12,680455.0
2018-08-12 01:43:24,680572.0
2018-08-12 01:43:38,680558.0
2018-08-12 01:43:43,680505.0
2018-08-12 01:43:52,680518.0
2018-08-12 01:44:03,680532.0
2018-08-12 01:44:09,680492.0
2018-08-12 01:44:20,680505.0
2018-08-12 01:44:30,680499.0
2018-08-12 01:44:35,680288.0
2018-08-12 01:44:42,680165.0
2018-08-12 01:44:46,680252.0
2018-08-12 01:44:55,680352.0
2018-08-12 01:45:06,680314.0
2018-08-12 01:45:21,680183.0
2018-08-12 01:45:44,680277.0
2018-08-12 01:45:48,680351.0
2018-08-12 01:46:03,680295.0
2018-08-12 01:46:17,680314.0
2018-08-12 01:46:26,680221.0
2018-08-12 01:46:44,680296.0
2018-08-12 01:46:52,680277.0
2018-08-12 01:46:56,680683.0
